City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
455,Komsomolskiy,UZ,40.4272,71.7189,83.12,34,2,4.61,clear sky
456,Timra,SE,62.487,17.3257,63.68,75,40,5.75,scattered clouds
457,Solnechnyy,RU,50.7214,136.6319,83.64,74,40,3.04,scattered clouds
458,Tambacounda,SN,13.7539,-13.7586,79.3,84,100,9.33,overcast clouds
459,Valentin Gomez Farias,MX,28.2167,-106.5833,76.87,27,11,8.12,few clouds
460,Aykhal,RU,66.0,111.5,85.05,32,33,6.38,scattered clouds
461,Lake Charles,US,30.2131,-93.2044,78.78,88,1,5.75,clear sky
462,Isangel,VU,-19.55,169.2667,74.55,57,2,14.52,clear sky
463,Nicoya,CR,10.1483,-85.452,72.95,92,100,2.71,overcast clouds
464,Linxia,CN,35.6003,103.2064,70.77,47,6,1.99,clear sky
465,Alexandria,EG,31.2156,29.9553,78.89,77,0,9.15,clear sky
466,Adrar,MR,20.5022,-10.0711,85.05,36,100,12.01,overcast clouds
467,Trinidad,BO,-14.8333,-64.9,64.22,34,55,10.11,broken clouds
468,Buchanan,LR,5.8808,-10.0467,76.08,81,100,8.08,overcast clouds
469,Booue,GA,-0.0921,11.9385,69.28,94,27,2.13,scattered clouds
470,Santa Elena,EC,-2.2333,-80.85,70.79,84,94,7.96,overcast clouds
471,Ostersund,SE,63.1792,14.6357,60.62,77,41,3.44,scattered clouds
472,Barabai,ID,-2.5833,115.3833,90.88,50,61,0.81,broken clouds
473,Buin,CL,-33.7333,-70.75,51.73,40,0,4.25,clear sky
474,Plouzane,FR,48.3833,-4.6167,60.85,91,75,9.22,broken clouds
475,Jalingo,NG,8.8833,11.3667,70.27,89,97,3.49,overcast clouds
476,Shetpe,KZ,44.1667,52.1167,74.59,25,100,12.82,overcast clouds
477,Dongsheng,CN,39.8161,109.9776,75.29,40,99,1.99,overcast clouds
478,Codrington,AU,-38.2667,141.9667,50.61,81,94,23.96,light rain
479,Hailar,CN,49.2,119.7,75.07,55,74,11.16,broken clouds
480,Tonekabon,IR,36.8163,50.8738,80.11,74,57,4.5,broken clouds
481,Coquimbo,CL,-29.9533,-71.3436,47.93,93,0,5.75,clear sky
482,Penzance,GB,50.1186,-5.5371,60.01,81,4,18.16,clear sky
483,Nemuro,JP,43.3236,145.575,67.8,88,24,10.13,few clouds
484,Sault Sainte Marie,CA,46.5168,-84.3333,64.96,77,1,6.91,haze
485,Hualmay,PE,-11.0964,-77.6139,63.84,86,43,11.23,scattered clouds
486,Salima,MW,-13.7804,34.4587,58.98,72,64,4.56,broken clouds
487,Andros Town,BS,24.7,-77.7667,82.36,71,100,9.82,overcast clouds
488,Rio Pardo,BR,-29.9897,-52.3781,40.44,69,4,7.18,clear sky
489,Diveyevo,RU,55.0433,43.2418,61.63,76,100,2.44,overcast clouds
490,Mehamn,NO,71.0357,27.8492,42.75,100,90,3.44,fog
491,Port Macquarie,AU,-31.4333,152.9167,79.9,39,2,9.75,clear sky
492,Yambio,SS,4.5721,28.3955,66.45,95,99,1.95,overcast clouds
493,Hambantota,LK,6.1241,81.1185,83.48,72,100,18.86,overcast clouds
494,Ishigaki,JP,24.3448,124.1572,83.5,82,100,7.54,overcast clouds
495,Minsk,BY,53.9,27.5667,64.15,96,100,4.52,overcast clouds
496,Ravar,IR,31.2656,56.8055,80.78,13,6,9.4,clear sky
497,Coihaique,CL,-45.5752,-72.0662,35.55,80,0,4.61,clear sky
498,Novyy Urengoy,RU,66.0833,76.6333,55.67,58,100,8.75,overcast clouds
499,Samarai,PG,-10.6167,150.6667,79.39,86,86,14.23,moderate rain
500,Somerset West,ZA,-34.084,18.8211,50.38,74,100,5.48,overcast clouds
501,Poum,NC,-20.2333,164.0167,72.55,59,5,14.52,clear sky
502,Port Hardy,CA,50.6996,-127.4199,61.7,71,69,8.48,broken clouds
503,Makakilo City,US,21.3469,-158.0858,86.32,56,40,9.22,scattered clouds
504,Edendale,ZA,-29.6528,30.3147,43.63,24,0,6.24,clear sky
505,Sobolevo,RU,54.4299,31.8996,62.71,97,100,7.74,overcast clouds
506,Zhigansk,RU,66.7697,123.3711,64.27,52,58,9.15,broken clouds
507,Yatou,CN,37.15,122.3833,85.46,59,100,7.92,light rain
508,Juneau,US,58.3019,-134.4197,61.21,79,90,9.22,light rain
509,Kawalu,ID,-7.3817,108.2082,78.82,74,58,5.64,broken clouds
510,Anadyr,RU,64.75,177.4833,50.5,93,75,21.99,moderate rain
511,San Joaquin,US,37.9333,-121.3011,95.11,33,1,11.5,clear sky
512,Northam,GB,51.0333,-4.2167,61.66,94,24,7.81,few clouds
513,Puerto Escondido,MX,15.85,-97.0667,77.83,78,75,0.0,broken clouds
514,San Policarpo,PH,12.1791,125.5072,90.97,56,100,10.65,overcast clouds
515,Majene,ID,-3.5403,118.9707,83.61,67,88,8.77,overcast clouds
516,Peniche,PT,39.3558,-9.3811,66.72,90,0,18.81,clear sky
517,Beyneu,KZ,45.3167,55.2,77.52,22,100,12.77,overcast clouds
518,Yaan,NG,7.3833,8.5667,69.22,89,98,4.94,overcast clouds
519,Mpraeso,GH,6.5932,-0.7346,66.81,96,100,4.12,overcast clouds
520,Nishihara,JP,26.1842,127.7558,87.46,81,75,11.5,broken clouds
521,Columbus,US,39.9612,-82.9988,75.99,80,1,0.0,clear sky
522,Patiya,BD,22.2931,91.9762,77.22,96,100,10.56,light rain
523,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.67,80,1,13.44,clear sky
524,Kozhva,RU,65.1073,57.0459,43.18,96,100,12.24,overcast clouds
525,Langenhagen,DE,52.45,9.75,64.78,92,0,4.61,clear sky
526,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.26,95,97,3.02,overcast clouds
527,Krasnoselkup,RU,65.7,82.4667,52.45,73,98,6.04,overcast clouds
528,Fuglebjerg,DK,55.306,11.5477,62.51,93,93,9.66,moderate rain
529,Paita,PE,-5.0892,-81.1144,67.73,86,45,12.57,scattered clouds
530,Fukue,JP,32.6881,128.8419,89.96,70,20,6.91,few clouds
531,Canarana,BR,-11.6847,-41.7689,63.07,78,1,4.74,clear sky
532,Xanlar,AZ,40.5869,46.3158,67.51,78,75,11.5,broken clouds
533,Berck,FR,50.4,1.6,62.58,88,90,17.27,overcast clouds
534,Sinnamary,GF,5.3833,-52.95,77.49,87,6,7.2,clear sky
535,Dourados,BR,-22.2211,-54.8056,54.46,38,100,10.31,overcast clouds
536,Aksu,CN,41.1231,80.2644,92.82,21,91,9.26,overcast clouds
537,Maputo,MZ,-25.9653,32.5892,55.08,88,0,3.44,clear sky
538,Havelock,US,34.8791,-76.9013,82.94,91,69,5.79,broken clouds
539,Catamarca,AR,-28.4696,-65.7852,47.64,60,61,1.9,broken clouds
540,Saryg-Sep,RU,51.5,95.6,64.42,78,100,4.9,moderate rain
541,Bandipur,NP,27.9333,84.4167,73.71,81,90,0.18,overcast clouds
542,Teya,RU,60.3778,92.6267,62.08,64,99,7.25,overcast clouds
543,Raudeberg,NO,61.9875,5.1352,61.47,96,100,6.35,overcast clouds
544,Oparino,RU,59.8518,48.2783,51.85,68,12,6.04,few clouds
545,Rupert,US,42.6191,-113.6772,83.64,57,1,0.0,clear sky
546,Glodeni,MD,47.7708,27.5144,70.39,74,15,3.58,few clouds
547,Camocim,BR,-2.9022,-40.8411,77.14,81,95,10.76,overcast clouds
548,Ratnagiri,IN,16.9833,73.3,80.89,82,88,16.11,overcast clouds
549,Acapulco,MX,16.8634,-99.8901,80.64,81,67,3.31,broken clouds
550,Voh,NC,-20.9667,164.7,77.74,43,0,5.48,clear sky
551,Yellandu,IN,17.6,80.3333,79.36,76,98,11.43,overcast clouds
552,Naziya,RU,59.8,31.3833,67.48,1,100,5.88,overcast clouds
553,Pedernales,DO,18.0384,-71.744,81.18,78,75,2.55,broken clouds
554,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,81.19,42,20,8.95,few clouds
555,Brownwood,US,31.7093,-98.9912,87.57,56,92,10.98,overcast clouds
556,Ayan,RU,56.45,138.1667,62.73,86,21,13.44,few clouds
557,Padang,ID,-0.9492,100.3543,84.02,71,86,3.31,overcast clouds
558,Paamiut,GL,61.994,-49.6678,44.28,82,71,14.05,broken clouds
559,Nambour,AU,-26.6333,152.95,77.34,60,0,4.0,clear sky
560,Pinega,RU,64.7001,43.3936,49.55,69,38,4.68,scattered clouds
561,Rio Tuba,PH,8.5061,117.4317,85.44,72,79,12.82,broken clouds
562,Baculin,PH,7.4525,126.5842,89.2,66,43,13.38,scattered clouds
563,Kholodnyy,RU,62.7167,147.95,53.24,49,97,18.28,overcast clouds
564,Jiangyou,CN,31.7667,104.7167,87.48,48,4,2.44,clear sky
565,Nagato,JP,34.3833,131.2,83.19,70,87,11.1,overcast clouds
566,Alamos,MX,27.0167,-108.9333,86.72,62,2,3.04,clear sky
567,Muroto,JP,33.2833,134.15,81.39,72,92,5.39,overcast clouds
568,Chamba,IN,32.5667,76.1333,77.5,99,100,2.89,moderate rain
569,Sistranda,NO,63.7256,8.834,64.36,74,72,21.39,broken clouds
570,Lubao,PH,14.9167,120.55,79.14,79,100,14.36,moderate rain
571,Svetlogorsk,BY,52.6333,29.7333,63.0,98,98,4.54,overcast clouds
572,Susaki,JP,33.3667,133.2833,86.31,63,71,6.76,broken clouds
573,Kieta,PG,-6.2167,155.6333,84.24,69,99,4.45,light rain
574,Muhos,FI,64.808,25.9931,58.78,66,32,3.44,scattered clouds
575,Aljezur,PT,37.3191,-8.8033,61.93,83,0,10.98,clear sky
576,Trelew,AR,-43.249,-65.3051,38.95,75,17,7.61,few clouds
577,Lop Buri,TH,14.7981,100.654,89.2,63,93,11.32,overcast clouds
578,Bousso,TD,10.4795,16.7117,70.97,96,100,3.69,light rain
579,Eresos,GR,39.1667,25.9333,76.51,69,0,12.33,clear sky
580,Hammerfest,NO,70.6634,23.6821,45.05,100,90,4.61,mist
581,Hovd,MN,48.0056,91.6419,74.91,30,0,3.65,clear sky
582,Champerico,GT,14.3,-91.9167,83.35,76,12,2.39,few clouds
583,Arman,RU,59.7,150.1667,58.48,69,100,4.27,overcast clouds
584,Kedrovyy,RU,56.1667,91.8167,57.61,61,100,4.54,overcast clouds
585,Woodbury,US,42.3833,-96.0336,85.98,54,9,6.08,clear sky
586,Daura,NG,11.5538,11.4085,70.34,94,100,5.82,moderate rain
587,Afikpo,NG,5.8931,7.9374,69.98,95,77,3.8,broken clouds
588,Lipari,IT,38.4674,14.954,81.79,72,0,3.58,clear sky
589,Cocobeach,GA,1.0002,9.5823,75.13,85,90,5.32,light rain
590,Muisne,EC,0.6,-80.0333,75.47,86,100,6.06,overcast clouds
591,Gisborne,NZ,-38.6533,178.0042,56.95,52,1,7.83,clear sky
592,Paysandu,UY,-32.3214,-58.0756,40.6,68,17,8.57,few clouds
593,Harper,LR,4.375,-7.7169,76.17,75,100,7.43,overcast clouds
594,Mbaiki,CF,3.8678,17.9892,69.48,90,99,3.09,overcast clouds
595,Assiniboia,CA,49.6334,-105.9845,81.88,19,92,10.16,overcast clouds
596,Mumford,GH,5.2618,-0.759,74.7,87,100,11.16,overcast clouds
597,Meulaboh,ID,4.1363,96.1285,82.92,73,53,1.1,broken clouds
598,Vilhena,BR,-12.7406,-60.1458,70.05,56,33,5.84,scattered clouds
599,Caravelas,BR,-17.7125,-39.2481,70.63,89,2,6.02,clear sky
600,Tautira,PF,-17.7333,-149.15,78.82,70,78,8.19,broken clouds
601,Rutul,RU,41.5357,47.4239,56.3,98,99,3.89,overcast clouds
602,Phalaborwa,ZA,-23.943,31.1411,52.72,56,0,4.41,clear sky
603,Gat,IL,31.61,34.7642,77.68,100,0,1.72,clear sky
604,Muli,MV,2.9167,73.5667,80.53,78,100,8.43,light rain
605,Katsuura,JP,35.1333,140.3,86.14,76,100,19.1,overcast clouds
606,Inirida,CO,3.8653,-67.9239,72.73,99,100,2.93,overcast clouds
607,Moree,AU,-29.4667,149.85,71.62,53,1,19.57,clear sky
608,Jalu,LY,29.0331,21.5482,79.41,44,0,5.44,clear sky
609,Saint-Pierre,RE,-21.3393,55.4781,67.68,85,90,19.57,light rain
610,Cabinda,AO,-5.55,12.2,72.68,89,99,8.23,light rain
611,Calamar,CO,10.2511,-74.9146,76.95,96,96,4.34,overcast clouds
612,Namwala,ZM,-15.7504,26.4384,48.96,61,1,5.03,clear sky
613,Junin,AR,-34.5838,-60.9433,38.98,60,12,13.69,few clouds
614,Laredo,US,27.5064,-99.5075,89.89,45,1,9.22,clear sky
615,Lima,PE,-12.0432,-77.0282,59.25,94,90,13.8,overcast clouds
616,Topolevo,RU,48.4994,135.1975,89.78,62,40,6.71,scattered clouds
617,San Juan Evangelista,MX,17.9,-95.1333,74.3,93,44,2.39,scattered clouds
618,Sinazongwe,ZM,-17.2614,27.4618,55.22,70,0,4.97,clear sky
619,Zaragoza,ES,41.6561,-0.8773,70.02,60,0,11.01,clear sky
620,Puerto Narino,CO,-3.7703,-70.3831,75.15,92,36,2.46,scattered clouds
621,Sena Madureira,BR,-9.0656,-68.6569,76.5,67,23,1.52,few clouds
622,Mgandu,TZ,-5.95,34.1333,52.5,64,6,7.2,clear sky
623,Beni,CD,0.5,29.4667,62.29,98,92,1.88,moderate rain
624,Kalmunai,LK,7.4167,81.8167,85.19,62,100,2.39,overcast clouds
625,Tilichiki,RU,60.4667,166.1,61.21,50,90,15.75,overcast clouds
626,Syracuse,IT,37.0881,15.2792,80.89,54,0,2.13,clear sky
627,Lazurne,UA,46.084,32.5295,68.45,65,3,4.92,clear sky
628,Sibolga,ID,1.7427,98.7792,84.42,67,59,3.0,broken clouds
629,Comodoro Rivadavia,AR,-45.8667,-67.5,37.26,75,0,2.3,clear sky
630,Walvis Bay,NA,-22.9575,14.5053,55.09,61,0,8.41,clear sky
631,Shahrud,IR,36.4182,54.9763,76.84,47,0,8.46,clear sky
632,Erzin,TR,36.9559,36.2,83.12,67,0,5.44,clear sky
633,Outjo,NA,-20.1167,16.15,49.28,39,0,8.21,clear sky
634,Dorna,RO,47.35,25.4333,65.97,77,43,4.61,scattered clouds
635,Elizabeth City,US,36.2946,-76.2511,82.42,90,1,5.75,clear sky
636,Coruripe,BR,-10.1256,-36.1756,72.64,88,10,5.95,clear sky
637,Kalaleh,IR,37.3807,55.4916,81.14,82,73,7.4,broken clouds
638,Kloulklubed,PW,7.0419,134.2556,83.77,77,85,12.35,overcast clouds
639,Panzhihua,CN,26.5851,101.7128,74.93,85,99,2.71,moderate rain
640,Helena,US,46.5927,-112.0361,90.59,21,20,11.5,few clouds
641,Casalmaggiore,IT,44.9939,10.4189,68.94,96,7,3.2,clear sky
642,Kailua,US,21.4022,-157.7394,87.78,68,75,11.5,light rain
643,Bosaso,SO,11.2842,49.1816,85.64,47,87,27.83,overcast clouds
644,Gedo,ET,9.0167,37.45,51.85,99,100,1.83,light rain
645,Kimbe,PG,-5.5502,150.1429,86.77,68,49,4.5,light rain
646,Liusha,CN,27.2098,108.59,83.39,65,13,2.01,few clouds
647,Amapa,BR,1.0,-52.0,70.61,99,7,2.06,clear sky
648,Okoneshnikovo,RU,54.8377,75.0834,64.71,56,9,8.34,clear sky
649,Araouane,ML,18.9048,-3.5265,90.77,42,42,16.96,scattered clouds
650,Oriximina,BR,-1.7656,-55.8661,77.32,63,7,4.85,clear sky
651,Hofn,IS,64.2539,-15.2082,53.82,83,100,6.31,overcast clouds
652,Tahta,EG,26.7693,31.5021,79.86,38,14,9.28,few clouds
653,Costinesti,RO,43.95,28.6333,75.02,63,1,9.15,clear sky
654,Pahrump,US,36.2083,-115.9839,95.11,30,27,4.74,scattered clouds
655,Nabire,ID,-3.3667,135.4833,87.55,62,90,4.63,overcast clouds
656,Tatebayashi,JP,36.25,139.5333,94.19,43,58,3.98,broken clouds
657,Ugoofaaru,MV,5.6667,73.0,82.62,75,72,13.91,broken clouds
658,Sovetskaya Gavan,RU,48.9723,140.2878,78.85,68,97,6.4,overcast clouds
659,Tazmalt,DZ,36.3868,4.3989,82.56,28,0,6.4,clear sky
660,Ozernovskiy,RU,51.5,156.5167,55.13,96,100,3.96,overcast clouds
661,Kobayashi,JP,31.9833,130.9833,90.37,46,66,2.64,broken clouds
662,Hatillo,PR,18.4863,-66.8254,82.08,83,53,13.47,broken clouds
663,Filingue,NE,14.3521,3.3168,81.21,69,91,6.8,overcast clouds
664,Ponazyrevo,RU,58.3578,46.3142,53.53,69,21,5.19,few clouds
665,Andenes,NO,69.3143,16.1194,60.46,100,90,9.22,fog
666,Leshukonskoye,RU,64.8989,45.7622,44.83,82,84,5.08,broken clouds
667,Moissala,TD,8.3404,17.7663,68.02,99,100,2.95,overcast clouds
668,Najran,SA,17.4924,44.1277,79.05,58,22,8.28,few clouds
669,Novaci,RO,45.1833,23.6667,70.74,54,5,5.12,clear sky
670,General Roca,AR,-39.0333,-67.5833,34.2,59,8,4.52,clear sky
671,Kulu,TR,39.0951,33.0799,64.02,48,0,8.37,clear sky
672,Itoman,JP,26.1247,127.6694,88.18,81,75,12.66,broken clouds
673,Djougou,BJ,9.7085,1.666,70.05,96,100,3.87,light rain
674,Zhanaozen,KZ,43.3,52.8,74.66,30,100,17.2,overcast clouds
675,Rio Grande,BR,-32.035,-52.0986,39.94,63,3,19.86,clear sky
676,Paramonga,PE,-10.6667,-77.8333,64.54,87,77,10.45,broken clouds
677,Olafsvik,IS,64.8945,-23.7142,50.97,89,97,14.14,overcast clouds
678,Kenai,US,60.5544,-151.2583,69.03,72,1,20.71,clear sky
679,Chifeng,CN,42.2683,118.9636,78.69,61,100,5.1,light rain
680,Margate,GB,51.3813,1.3862,63.03,88,100,4.0,overcast clouds
681,Inzhavino,RU,52.3185,42.4937,65.55,75,30,2.42,scattered clouds
682,Golden,US,39.7555,-105.2211,86.36,38,20,3.0,few clouds
683,Calca,PE,-13.3333,-71.95,50.18,78,62,4.7,broken clouds
684,Moses Lake,US,47.1301,-119.2781,79.48,50,1,8.05,clear sky
685,Nantucket,US,41.2835,-70.0995,71.15,86,18,13.67,few clouds
